Rank,Name,Tags,Rating
2526,Fist of the North Star,"imagin a world devast by nuclear war, where the strong oppress the weak and strength is the one thing that will ensur survival. a world where even close friend can betray you for power, a lesson that ken, the fist of the north star, learn when he is nearli kill by hi closest friend and left for dead. he not an easi man to get rid of, and he return - veri angry. buronson action shounen desert dystopia hand to hand combat martial art overpow main charact post-apocalypt base on a manga explicit violence, matur themes, nudity, physic abus 1984 longseri midrank",3.72
2527,Joshiraku OVA,no synopsi yet - check back soon! koujikumeta comedi shounen slice of life apprenticeship break the fourth wall gag parodi rakugo satir base on a manga 2013 movi midrank,3.72
2528,Hakuouki: Record of the Jade Blood Episode 0,a recap episod of\xa0hakuouki shinsengumi kitan\xa0series. osamuyamasaki action drama revers harem feudal japan histor recap samurai base on an otom game base on a visual novel 2010 movi midrank,3.72
2529,Healin' Good Pretty Cure,"the secret world heal garden ha been heal the earth. one day, villain call byogen attack heal garden with the goal to destroy earth, which is now in big trouble! in order to save earth, three earth doctor traine heal anim escap from heal garden to look for their partners. along with them is latte, the princess of heal garden, who hold a special power. when three ordinari girl meet the heal animals, they are transform into pretti cure in order to face and defeat the byogens. yokoikeda action fantasi magic girl famili friendli henshin hero magic monster-of-the-week sentai superhero tokusatsu 2020 longseri midrank",3.72
2530,Sing a Bit of Harmony,"the beauti and mysteri shion transfer to keibu high school where she quickli becom popular for her open-heart person and except athlet talent... but she turn out to be an ai in the test phase. shion goal is to bring chronic loner satomi “happiness.” but her strategi is someth no human would expect: she serenad satomi in the middl of the classroom. after find out that shion is an ai, satomi and her childhood friend, engin geek toma, steadili warm up to the new student. they becom more and more move by shion sing voic and earnest even as her antic bewild them. but what shion doe for satomi sake end up involv them all in some seriou pandemonium. yasuhiroyoshiura drama music school life origin work 2021 movi midrank",3.72
2531,STARMYU 2,"yuuta hoshitani, who enrol in the prestigi ayanagi academi for music entertainment, pass the first-year test to becom a music depart student in hi second year. however, the new school year immedi present new trial for the return students. the first task on the second-year curriculum is support the graduat stage perform of outori and the other graduat kao council members. there are five role known as second-year train role in the legendari music shadow & lights. everi year, a team of onli five second-year student get to step on stage as perform in the musical. to earn a ticket to glory, hoshitani and 24 other new music depart student take on the train auditions. shunsuketada music music school school life origin work 2017 miniseri midrank",3.72
2534,You and Me.,"shun, kaname, and the twin yuuki and yuuta have known each other sinc they were young children and are now enter their second year at homar high school.\xa0however, despit have been friend for mani years, their life togeth isn’t always\xa0smooth sailing. and with the sarcast and indiffer twin constantli teas or irrit the seriou kaname, it left up to the optimist and kind shun to keep the peace. but no matter their differences, the four boy stick togeth through everything, whether they’r simpli reminisc about their day in kindergarten, attempt to get yuuki interest in a school club, or tri to stop the sourc of shun recent run of bad luck. kiichihotta comedi shounen slice of life childhood friend iyashikei school life base on a manga 2011 miniseri midrank",3.72
2535,Pokemon Movie 1: The First Movie,"the team rocket scientist attempt to make the most power pokemon in exist and they succeeded. a clone made from mew’ dna, mewtwo wa enrag at hi exist as noth but a tool for fighting. in hi anger, he destroy the team rocket base and establish a base in the middl of the ocean, invit strong trainer to come and face hi armi of super clones. when ash and compani are invit to the island, mewtwo’ intent becom clear and it’ up to them, the other trainers, and all the origin pokemon, includ mew, to stop him. the battl of pokemon vs. clone begins! kunihikoyuyama fantasi element power famili friendli island monster base on a video game 1998 movi midrank",3.72
2536,Doraemon Movie 25: Nobita's Wannyan Space-Time Legend,no synopsi yet - check back soon! hiroshifujimoto adventur shounen cat famili friendli non-human protagonist robot base on a manga 2004 movi midrank,3.72
2537,Hanamaru Kindergarten,"tsuchida ha just start work at the hanamaru kindergaten, and, as the first and onli male teacher at the school, he’ particularli nervous. unfortun hi first day doesn’t go quit as smoothli as plan as not onli doe tsuchida turn up late, but then a small girl name anzu claim that he hit on her in front of all the parents! though he manag to initi clear up the misunderstanding, at the begin of hi second day, anzu proclaim that she will be hi bride and that her mother, tsuchida’ senior in high school, is support them all the way! now as tsuchida attempt to becom the best teacher he can be, he must also tri and quell the rumor that he is date anzu, and mayb win the heart of the beauti and kind, yet ultim clueless, yamamoto-sensei… yuto comedi seinen slice of life childcar famili friendli school life teach base on a manga 2010 miniseri midrank",3.72
2538,Fafner: The Beyond,no synopsi yet - check back soon! takashinoto action mecha sci fi alien post-apocalypt psycholog origin work 2019 miniseri midrank,3.72
2539,Wangan Midnight,"asakura akio is a young student and street racer who ha a belov car – a first gener s30 nissan fairladi 240 z. immedi upon discov it in a scrap yard he\ attract to it, an attract that later grow into an obsession. after restor the car to it former glori with hi friend he take it down a stretch of highway known as wangan to challeng it king, the black bird. the more asakura learn about the car and it dark history, the more he want to master drive thi danger akuma no z (the devil\ z) and claim the titl of wangan\ master for himself... michiharukusunoki seinen sport car race base on a manga 2007 longseri midrank",3.72
2540,His and Her Circumstances,"yukino had it all. brilliant, athletic, popular and pretty, she wa the perfect school girl with mani friend and admirers. but then one fate day she met her match: a handsom young man name arima. now, not onli is he beat her at her own game, she becom more and more dismay to learn that she develop her first real feel of romance. can yukino maintain her model student appearance, or will love ruin all her plans? masamitsuda comedi drama romanc shoujo rivalri school life base on a manga matur themes, physic abuse, domest abus 1998 longseri midrank",3.72
2541,Buso Renkin,"some thing in life are so bad that youd like to pretend theyr just a dream. unfortun for kazuki, tri to save a strang girl from be brutal kill by monster (and end up die instead) is an unfortun reality. out of pity, the girl replac kazuki heart with an alchemy-bas artifact known as kakugane, so that he may live on. with thi strang device, kazuki gain the power of busou renkin -- arm alchemy; a power that will come in handi when monster (and worse) begin to plagu hi town! kazuki soon meet the girl from hi “dream” (name tokiko) in reality, and she tell kazuki to get on with hi life; but with hi sister and friend in danger, that might not be possible. besides, if kazuki give up the chanc to show off just how manli he can be, how can he hope to win the heart of the allur older-sister-lik tokiko?! nobuhirowatsuki action shounen superpow base on a manga 2006 longseri midrank",3.72
2542,Midori Days,"sawamura seiji is the most notori delinqu at hi high school -- alway get into fight and caus problems, leav him singl and unlucki with the ladies. after anoth long day of rejection, seiji discov that the love of hi life might have final appeared, but in the unlikeliest of places... hi right hand?! now, in addit to deal with daili fight and the gossip of hi classmates, seiji must handl a new problem of embarass proportions: kasugano midori, a pretti young girl in place of hi hand, who happen to have fallen in love with him! kazurouinou comedi drama ecchi romanc shounen school life base on a manga 2004 miniseri midrank",3.72
2543,Golden Kamuy OVA,no synopsi yet - check back soon! satorunoda adventur drama histor base on a manga violenc 2018 movi midrank,3.72
2544,Saiyuki Reload,"in a world where human and demon can no longer coexist, power demon attempt to reviv one of the greatest demon of all time: gyuumaou. priest genjyo sanzo is charg with the task of thwart gyuumaou revival, along with the power demon son goku, sha gojyo and cho hakkai. the sanzo parti must combin their power and work as a team in order to reach india and stop the revival, but mani demon will stand in their way includ kougaiji, gyuumaou son. kazuyaminekura adventur fantasi josei exorcist journey to the west base on a manga 2003 longseri midrank",3.72
2546,Patema Inverted: Beginning of the Day,"bore with her claustrophob underground world, princess patema explor the danger zone where terrifi creatur call batmen reportedli lurk. one day she discov a huge shaft that disappear into the dark abov and below. after an encount there with one of the batmen, patema find herself in a topsy-turvi world unlik anyth she ha seen befor and forc to come to grip with a solitari boy, age, who has, from her point of view, a veri surpris outlook upon things. yasuhiroyoshiura adventur sci fi dystopia post-apocalypt short episod origin work 2012 ova midrank",3.72
2547,BLAME! Movie,"killi is a wander in a vast technolog wasteland known as the megastructure. hi mission is to find a human with net termin gene to prevent the collaps of the netsphere, a virtual realm under control of the authority. hi long, desol journey are punctuat by brutal encount with silicon creatur bent on annihil humanity; cyborg intent on infiltr the netsphere; and the builders, massiv machin that mindlessli add to the chao of the megastructure. hi onli protect is an incred power gun known as a gravit beam emitter, which he never hesit to unleash on hi enemies. will killi be abl to find net termin gene amidst the scatter human tribes, or is the netspher doom to failure? tsutomunihei action sci fi seinen android cyberpunk dystopia robot surviv base on a manga cg anim 2017 movi midrank",3.72
2549,Aura: Koga Maryuin's Last War,"ichir satou use to spend hi life dreaming, pretend to be a great fantasi hero. pretend heroic arent much protect from bulli and social ridicule, however, and ultim hi worri famili wa forc to transfer him to a new school. now determin to follow a differ path and fit in, ichir thought hed manag to give up hi old fantasies. until he encount ryouko satou, who even more deepli immers in her own imaginari world than ichir was. and bulli just as cruelli for it. if he stand up for ryouko, ichir could destroy the new life he tri to build. but at the same time, the intens of her fantasi and predica remind him all too vividli of the person he onc was. and, in the end, it may just be that the onli one who can realli rescu thi damsel in distress is the dream hero that ichir thought he had buri forev in aura. seijikishi drama romanc school life transfer student base on a light novel bullying, nuditi 2013 movi midrank",3.72
2550,Fate/Apocrypha,"the black faction seiz the greater grail for the sake of the clan most earnest wish to symbol it independ from the mage association. the mage associ gather the red faction in order to thwart such ambitions. take place in trifas, romania, the great holi grail war that take place between 14 heroic spirit summon by the two faction transform thank to shirou kotomine, one of the master of the red, who is also the overs for thi great war. yoshiyukiasai action fantasi europ magic superpow swordplay base on a light novel violenc 2017 longseri midrank",3.72
2551,Seitokai no Ichizon (2013),"valentin day is a difficult holiday for many, but for the girl intent on show their affect to sugisaki ken, it twice the awkward. sekinaaoi comedi ecchi harem parodi school life student council base on a light novel 2013 movi midrank",3.72
2552,Transformers: War for Cybertron - Siege,"as the autobot and decepticon ravag their planet in a brutal civil war, two icon leader emerg in the transform univers origin story. takashikamei action sci fi non-human protagonist robot sentient mecha super robot transform mecha war 2020 ova midrank",3.72
2553,Yowamushi Pedal: Re:ROAD,"a compil film, recap the second season of yowamushi pedal: grand road. wataruwatanab shounen sport cycl race recap school club school life tournament base on a manga 2015 movi midrank",3.72
2555,Hunter x Hunter: Jump Super Anime Tour 1998,"drawn to the mystiqu of the unknown, hunter travel the world in search of terrifi creatures, incred riches, and unexplor lands. gon freecss is a naive-yet-determin young boy who aspir to join the rank of these individuals, in order to find hi miss father ging - a master of the profess himself. to reach thi goal, he board a ship from hi home on whale island to partak in the formid hunter exam, a seri of test that push the particip to their physic and mental limits. but soon, the boat is thrust into the middl of a horribl storm and strang monster begin to attack! while gon and newfound acquaint leorio and kurapika struggl to keep the ship afloat and on cours to the exam, littl do they know the trial have alreadi begun! falcon adventur shounen base on a manga 1998 movi midrank",3.72
2556,Appleseed: Ex Machina,"in the far future, the world live under the guidanc of olympu – a utopia built after the end of a global war that decim over half the world’ population. mankind live besid both cyborg and bioroids, a breed of genetically-engin human who don’t feel neg emotions. deunan and briareou continu to fight for the olympu task forc e.s.w.a.t., but after briareou is injur in a mission involv a terrorist attack, deunan is forc to partner with tereus: a prototyp combat bioroid whose genet makeup wa taken from briareous. together, the three must tri to unravel an insidi terrorist plot and save olympu onc more. masamuneshirow action sci fi seinen cyberpunk cyborg polic post-apocalypt terror base on a manga cg anim 2007 movi midrank",3.72
2558,Rozen Maiden,"in an era when order on the internet ha becom the norm, onlin vendor have a new favorit customer: sakurada jun! from voodoo doll to x-ray specs, there noth thi middl schooler cant get enough of -- until a strang packag arriv one day. insid is a sentient doll name shinku, who is one of a special hand craft set of doll call rozen maiden. luckili for jun, not onli doe he get to keep her, but she decid hell be... her new servant?! join jun as he struggl to keep hi saniti in a hous full of doll who all want hi servant skill for themselves! peach-pit drama fantasi seinen magic master-serv relationship base on a manga 2004 miniseri midrank",3.72
2559,Pokemon XY&Z Specials,episod 48 and 49 of\xa0pokemon xy & z. kunihikoyuyama action adventur fantasi shounen element power famili friendli monster proxi battl base on a video game 2016 movi midrank,3.72
2561,Me! Me! Me!,"you are attack and ravish by mani girls. hibikiyoshizaki japan animator' exhibit short explicit violence, matur themes, nudity, sexual content 2014 movi midrank",3.72
2562,Polar Bear Cafe,"welcom to the polar bear café, a place where human and anim alik can sit back, relax, and order a cup of hot tea, an ice coffee, or even a hearti plate of bamboo. run under the watch gaze of polar bear, the café is frequent by a live cast of charact includ a lazi panda who work part time at the zoo, a cantanker penguin with an unrequit crush and a wise llama, amongst others. join the denizen of the café as they enjoy delici beverages, indulg in a cherri blossom festival, and even discuss the newest smartphon models! alohahiga comedi josei slice of life anim protagonist anthropomorph bear cafe non-human protagonist work life zoo base on a manga 2012 longseri midrank",3.72
2563,Sore Ike! Anpanman: Black Nose to Mahou no Uta,no synopsi yet - check back soon! takashiyanas anthropomorph famili friendli food protagonist non-human protagonist 2010 movi midrank,3.72
2564,Sore Ike! Anpanman: Mija to Mahou no Lamp,no synopsi yet - check back soon! takashiyanas anthropomorph famili friendli food protagonist non-human protagonist 2015 movi midrank,3.72
2566,Youxia Zhanji,no synopsi yet - check back soon! huliang fantasi chines anim base on a web novel cg anim 2021 courseri midrank,3.72
2567,Arakawa Under the Bridge,"hold strictli to hi famili creed, kou ichinomiya ha never once, in hi life of privilege, owe anyth to anyon – that is, until a self-proclaim venusian name nino save him from drown in the wake of a dire accid involv kou pants. etern indebt to the suppos extraterrestrial, kou move into her littl commun under the bridg along the arakawa river. rip from hi life of luxuri and success, the young tokyo u graduat now must adjust to hi well-appoint hovel, strang new neighbors, and peculiar lover, nino. hikarunakamura comedi romanc seinen gag lifestyl chang social gap base on a manga 2010 miniseri midrank",3.72
2568,Ani x Para: Who is Your Hero?,"a seri of short creat by\xa0differ studio to convey the appeal of para-sports, and to cultiv greater interest in the paralympics\xa0and the tokyo 2020 paralymp games. yoichitakahashi sport cycl disabl martial art promot rugbi run short episod soccer tenni track and field 2017 movi midrank",3.72
2569,The Seven Deadly Sins: Dragon's Judgement,no synopsi yet - check back soon! nakabasuzuki action adventur fantasi shounen demon magic mediev non-human protagonist overpow main charact superpow base on a manga 2021 courseri midrank,3.72
2570,Happy Birthday Inochi Kagayaku Toki,"asuka is sure her mother, shizuyo, love her elder brother, naoto, and somehow resent asuka. asuka is look forward to her 12th birthday, but when the big day roll around shizuyo come home drunk, late, and abusive. asuka is further hurt when she overhear shizuyo say whi in hell did i have asuka? satoshidezaki drama come of age disabl dysfunct famili bullying, emot abuse, matur themes, physic abuse, domest abus 1999 movi midrank",3.72
2571,Xie Wang Zhui Qi,"she, a renown assassin of the 21st century, actual cross over to becom su manor’ most useless good-for-noth fourth miss.\xa0he, jin empire’ imperi highness, wa an emotionless overbear demon tyrant with unriv talent. everyon knew that she wa idiot and good-for-noth and bulli her as they pleased. but onli he, the overbear tyrant with the discern eye, wouldn’t let go of her even if hi life depend on it. suxiaonuan action comedi drama fantasi romanc ancient china chines anim cultiv isekai martial art xianxia base on a web novel 2019 miniseri midrank",3.72
2573,Only Yesterday,"taeko okajima live a nondescript life in tokyo perform offic duti in the day and then come home in the even to listen to her mother’ remark on the phone about her unmarri status. in a bid to escap the monotony, taeko decid to visit the countrysid she onc love as a child and spend time on a safflow farm run by relat of hers. but her journey awaken memori she thought she had long abandoned, and taeko must onc again decid the kind of person she truli want to be. yuukoton drama josei slice of life countrysid base on a manga matur themes, domest abus 1991 movi midrank",3.72
2574,Sakigake!! Otokojuku,"otokojuku, a privat school for juvenil delinqu that were previous expel from normal schools. at thi school, japanes chivalri is taught through the feudal and militari fundamentals. similar to an action film, the class are overwhelm by violence. onli those who surviv it becom true men. akiramiyashita action comedi shounen all-boy school delinqu hand to hand combat martial art school life base on a manga 1988 longseri midrank",3.72
2575,Resident Evil: Damnation,"unit state special agent leon s. kennedi sneak into a small eastern european countri to verifi rumor that bio organ weapon (b.o.w.s) are be use in war. right after hi infiltration, the us govern order him to leav immediately. determin to uncov the truth, leon ignor the order and enter the battlefield to end the chain of tragedi caus by the b.o.w.s. makotokamiya action horror sci fi europ war zombi base on a video game cg anim 2012 movi midrank",3.72
2577,Magical Suite Prism Nana,"in a futur not too distant from ours, nanagoo citi is a beauti citi in japan surround by mountain and ocean-sides. the sensitive, adolesc girl who live there are each open up door to their own, uniqu possibilities. no one want to forget the path they take to adulthood. hajimeootani magic girl henshin hero magic short episod origin work 2015 movi midrank",3.72
2578,Fena: Pirate Princess,"young orphan girl, fena houtman ha been rais on an island where there is no hope of becom anyth more than chattel, to be use and discard by soldier of the british empire. but fena is more than just anoth powerless orphan. when her mysteri past come knocking, fena will break the chain of her oppressors. her goal: forg a new identity, free of bondage, and search for a place where she can truli belong and find out the true mysteri behind a keyword “eden.” it is the stori of a lifetim adventur she and her crew of misfit and unlik alli will have, in pursuit of her goals! kazutonakazawa action adventur mysteri 18th centuri histor orphan pirat propheci origin work 2021 miniseri midrank",3.72
2579,Uta no Prince-sama: Maji Love 1000%,"when haruka get the chanc to take the entranc exam for saotom academi for the perform arts, it seem as though she’ one step closer to her dream of compos song for her favorit singer, hayato. however, thi is no gleeful high school music experience, and haruka’ hide a dread secret that may silenc her music ambit forever. and even if she doe get into saotome, the competit will be more brutal than go on japan’ top idol! yuukou revers harem shoujo music music school school life base on an otom game base on a visual novel 2011 miniseri midrank",3.72
2580,Shounan Bakusouzoku,"meet eguchi yoosuke, leader of a high-school biker gang and also the school handicraft club. which mean he divid hi time between fistfight and fanci needlework. if you think he weird, wait until you meet the rest of hi gang.... satoshiyoshida comedi delinqu gang base on a manga 1986 miniseri midrank",3.72
2581,Hana Kappa Movie: Hana-sake! Pakkaan Chou no Kuni no Daibouken,no synopsi yet - check back soon! kazuminonaka famili friendli youkai base on a manga 2013 movi midrank,3.72
2582,Patlabor: The Mobile Police - New Files,"special vehicl divis 2 is back on duty, along with their ingram patrol labor (patlabor) robots. use their courag as well as the ingrams, captain goto motley crew of offic battl crime in tokyo city. they also deal with their person lives, as well as the supernatural. masamiyuuki mecha sci fi real robot origin work 1990 courseri midrank",3.72
2583,Ride Back,"amidst the turbul revolut of 2025 wrought by the ggp government, rin ogata onli dream of becom a ballerina; like her mother befor her, rin’ grace and agil mean she’ destin for success on the stage. however, an injuri and the untim death of her parent quickli shatter her aspir and, for once, rin’ exist seem purposeless. that is, until she enter the garag of a club one day and sit astrid a rideback! the rideback, a motorcycl with arm and the abil to stand upright, offer rin a new world of boundless movement! what she doesn’t realize, however, is that thi club of rideback enthusiast is about to get drag into the bloodi war between the ggp and the terrorist intent on overthrow them. life may be more excit now, but it’ also becom veri dangerous: will rin’ natur talent as a pilot be enough in a world where race is not just for glory, but for survival? tetsurokasahara action mecha seinen motorcycl polit race real robot rebellion base on a manga 2009 miniseri midrank",3.72
2585,Death March to the Parallel World Rhapsody,"satou, aka ichiro suzuki is a programm in the middl of a death march. he wa suppos to be take a nap but somehow wake up in anoth world... what lie befor him is what look like the menu screen of the game he wa work befor hi nap. he’ at a complet beginn stage at level 1. however, he had three “meteor showers” which could level a whole map. suddenly, a whole group of lizardmen appear in front of him. in order to survive, satou use meteor shower, hi level jump to 310 and he becam extrem wealthy. whether it be dream or reality, satou’ journey wa now beginning. shinoonuma action adventur drama fantasi harem shounen cheat isekai magic overpow main charact person in a strang world rpg base on a light novel 2018 miniseri midrank",3.72
2586,Star Wars: Visions,"present all-new, creativ take on the galaxi far, far away, star wars: vision is a seri of anim short film celebr star war through the len of the world best anim creators. the antholog collect bring fantast vision from sever of the lead japanes anim studios, offer a fresh and divers cultur perspect to star wars. hiroyukiimaishi action adventur sci fi alien android collect music outer space robot samurai supernatur swordplay base on a movi violenc 2021 ova midrank",3.72
2587,Lupin III: Part III,"the world’ most infam criminal, lupin the third, continu hi global crime spree. with plenti of help from faith friend and master gunman jigen, katana-wield samurai goemon, and the tricky, manipul fujiko, no job is too big or too difficult. from tri to locat al capone’ stash of gold or the preciou group of paint known as the ‘angel collection’, to dive for treasur hidden in the depth of the bermuda triangle, lupin can nab ani loot he desires. but with the relentless zenigata hot on hi tail, it won’t be an easi ride. yuuzouaoki action comedi seinen crimin episod gun thiev base on a manga nuditi 1984 longseri midrank",3.72
2588,Oshiete Mahou no Pendulum: Rilu Rilu Fairilu,no synopsi yet - check back soon! chiseimaeda fantasi famili friendli magic sanrio charact origin work 2018 longseri midrank,3.72
2589,Nagasarete Airantou,"after a fight with hi father, the determin ikuto decid to run away from home; but unfortun for him, after board a cruis ship, he find himself be thrown overboard in the middl of a freak storm! he regain conscious on the inescap island of airant – an island with plenti of trees, sunshine, and… dozen of gorgeou girls?! ikuto now ha an entir popul of love ladi to fight over him, includ the beauti who save him from the sea, suzu. can ikuto surviv thi so-cal “heaven”, or is he doom to remain on the island forever? takeshifujishiro comedi ecchi harem romanc shounen slice of life island isol societi lifestyl chang slapstick base on a manga 2007 longseri midrank",3.72
2590,Captain Harlock: Arcadia of my Youth - Endless Orbit SSX,"far into the future, a terribl alien menac name illumida ha conquer earth. war hero captain harlock and hi faith crew are forc to flee into space on their cutting-edg battleship. as they travel the galaxi fight injustice, harlock dream of some day find arcadia, a legendari planet where all human can be free. along hi journey, harlock is join by more valiant young peopl who share hi dream of a better futur for all humankind. but the illumidas, assist by a brilliant human engineer, will stop at noth to halt hi voyage. leijimatsumoto action adventur drama sci fi seinen alien leijivers outer space space opera space pirat base on a manga 1982 courseri midrank",3.72
2591,Saiyuki,"in the mystic world of shangri-la, demon and human live side by side, watch over by a parthenon of ancient chines gods. but when normally-civil demon start to go berserk, the god requir the servic of genjou sanzo - a buddhist priest with a magic gun, an evil-banish scriptur and a take-no-prison attitude. aid by the ancient monkey god son goku, the half-demon sha gojyo and the demon extermin cho hakkai, he set off on a treacher journey westward, with armi of demons, dark mage and angri god all stand in hi way... kazuyaminekura action adventur comedi fantasi shounen ancient china exorcist journey to the west base on a manga 2000 longseri midrank",3.72
2593,Ushiro no Shoumen Dare,"kayoko is a cheer girl who is grow up in war-tim tokyo. she ha four elder brothers, doesn’t like music lessons, is frighten of her grandmoth and is excit that a babi is on the way. when she grow up, kayoko says, she want to be a war nurs so she can tend to her uncl in the arm forces. as a child she’ a littl prone to crying, but tri to be more matur when her younger brother is born. however, kayoko’ typic childhood chang when the american begin to bomb japan. kayoko is sent into the countrysid to live with her aunt, and soon she will have to face the realiti of war. seijiarihara drama autobiographi come of age famili life histor melancholi war world war 2 base on a novel 1991 movi midrank",3.71
2594,Oshie to Tabi Suru Otoko,"the stori begin in the earli showa era of the 20th century. a mysteri old man on a train relat the disappear of hi older brother three decad ago, near the 12-stori ryouunkaku tower that onc stood in the seasid town of uozu, japan. the mysteri revolv around telescopes, peep shows, and the blur boundari between realiti and dreams. shigeyoshitsukahara mysteri histor supernatur 2018 movi midrank",3.71
2595,Angel Densetsu,"what is seiichir kitano, a boy with the heart of an angel and the face of a devil, suppos to do when he start hi new life as a first year high school student? accid defeat the school guardian and becom the most famou and fear gang leader in the town, of course! with hi henchmen kuroda and takehisa in tow, kitano turn a simpl act of good will into an all-out war with hakuun high! norihiroyagi action comedi shounen delinqu school life base on a manga violenc 1996 ova midrank",3.71
2598,Magical Girl Lyrical Nanoha,"nanoha use to be a normal grade school student until one day she found a ferret in the wood -- but he no ordinari ferret! hi name is yuuno, he hail from anoth world, and he need nanoha’ help to complet hi mission: to captur the jewel seed (mysteri stone that imbu their wielder with great power) that fell to earth. along with yuuno, nanoha must now collect the seed and protect her world, but she isn’t alone. a rival is also tri to collect the seed for an unknown purpose, and onli nanoha ha the power to stop her… akiyukisimbo fantasi magic girl sci fi contemporari fantasi henshin hero magic urban fantasi origin work matur themes, domest abus 2004 miniseri midrank",3.71
2599,"Sound! Euphonium: Ready, Set, Monaka","the 10 member of the concert band club who fail taki\ audit form team monaka to support the club member particip in the kyoto concert band competition. even as they support the performers, they continu to hone their playing, and make monaka-shap good-luck charm to hand out to their club mate befor the competition. although they didn\t play in the competition, they still had thing they had to do. but on the day of the competition, the member on their way to the concert hall receiv a shock message! thi is team monaka\ hot summer story. nikkiasada drama music school club base on a novel 2015 movi midrank",3.71
2600,Furiko,"through persistence, a woman final win over the man that she loves. but despit the joy of their life together, the troubl he experi at work creat a distanc between them that doe not abat - even as they grow and rais a famili together. as the woman weaken with age, all that the man did and did not do come back to haunt him. yet what can he do for her that will be meaning even in the face of the ravag of time? tekken drama romanc age black and white short 2012 movi midrank",3.71
2601,Space Runaway Ideon: Be Invoked,"abov the buff clan homeworld rise their complet fleet of battleship and heavi mobil mechas, domin by the awesom majesti of their latest and most deadli superweapon. and even with all these forces, suprem command doba is troubl - he ha stake the futur of hi entir peopl on thi militari might. can the lethal weaponri prepar by the ome foundat truli prove suffici to slay the giant god of legend, ideon? meanwhile, on the solo ship, the earthl onli want a planet they could escap to to avoid the endless attack of the buff clan - a desir they know can never be. they cannot abandon the ideon for fear of what other may tri to do with it power, but they do not control it and it veri exist among them onli incit further bloodsh from their relentless foe. for the solo ship and the buff clan, the final conflict is rapidli approaching... yoshiyukitomino mecha sci fi outer space origin work 1982 movi midrank",3.71
2602,Yozakura Quartet: Hana no Uta,"in the town of sakurashin, demon and human live togeth in harmony; and to help transit it new members, the youkai life consult offic provid support and guidance. it member contain mind reading, cat-ear ao, strong and beauti hime, conjur kotoha, and akina - a human with the abil to vanquish the soul of harm demons. together, the quartet will help the town stay safe and tri to keep the peac between humans, demons, and those who would harm them. ryousukesawa action shounen supernatur superpow base on a manga 2013 miniseri midrank",3.71
2603,Lord El-Melloi II's Case Files {Rail Zeppelin} Grace note,"waver velvet – the boy who fought side by side with the king of conqueror - iskandar - dure the fourth holi grail war in fate/zero. time ha passed, and the matur waver ha now adopt the name of lord el-melloi. as lord el-melloi ii, he challeng numer magic and mystic case in the clock tower, the mecca of all mages... makotosanda drama fantasi mysteri seinen england europ magic base on a light novel 2019 miniseri midrank",3.71
2604,Yowamushi Pedal: Special Ride,no synopsi yet - check back soon! wataruwatanab shounen sport cycl base on a manga 2013 movi midrank,3.71
2605,Lupin III: Part V - Is Lupin Still Burning?,"special episod celebr lupin 50th anniversary! lupin receiv an invit to join a race by mr. x. jigen and goemon question lupin willing to join despit know it a trap, but lupin ha hi eye on the golden statu rumor to be in a mansion near the race course. the gang make their plan to obtain the statue, but mr. x had other plan for lupin... send him back to the past and chang key event that tie hi relationship with hi gang in the current time! monkeypunch action car crimin race thiev time travel base on a manga 2018 movi midrank",3.71
2606,Youkai Watch Movie 5: Forever Friends,"in 1960 tokyo in sakura motomachi, a boy name shin live a poor but happi life. when hi mother — hi onli famili member — dies, shin\ unhappi hit rock bottom. that is when anoth boy name itsuki save shin. itsuki ha also lost hi older sister. shin, itsuki, and a young girl name tae who can see yo-kai all becom friends. shin\ guardian spirit suu-san, a nekomata cat, and other new yo-kai join their group, and thi group is abl to regain what it mean to have a preciou family. thi new famili must now face a mysteri incident, and a shock realiti await them. shigeharutakahashi shounen famili friendli japanes mytholog supernatur youkai 2018 movi midrank",3.71
2608,Black Lagoon Specials,no synopsi yet - check back soon! reihiro comedi seinen gun parodi school life base on a manga 2009 movi midrank,3.71
2609,Ah! My Goddess (2011),"an amus park that keiichi and belldandi onc went to togeth is close down. they decid to go to it again on the close day for a long overdu outing together. meanwhile, an excess of happi in the world is threaten to make the goddess unnecessary. it turn out that the sourc of the excess happi is belldandy. urd and skuld have to figur out what is caus belldandi happi to overflow befor it goe out of control and elimin the need for goddess to exist in thi world. kosukefujishima comedi seinen amus park magic non-human protagonist base on a manga 2011 ova midrank",3.71
2610,Star Blazers: The Comet Empire,"a year ha pass sinc the star forc return to save the earth but anoth danger now approach from deep space. a gigant white comet hurtl toward our galaxy, obliter everyth in it path. but it is no ordinari comet - it is the deadli comet empire, conqueror of worlds... and earth is the next target! against orders, the star forc blast off to investigate, but even if they can get past the flagship andromeda, they dont yet know the true natur of their new enemy! leijimatsumoto sci fi alien leijivers outer space space opera war origin work 1978 longseri midrank",3.71
