Rank,Name,Tags,Rating
2964,Future Card Buddyfight 100,"while tasuku is off train and get rest in the world of the monsters, the buddi polic see the need to deput some of the champion to help protect the earth. gao, tetsuya, and zanya kisaragi are among those deputized, and it just in time. a new enemi arrives, ikazuchi, with the deadli 100 demons, all rogu monsters. now the new traine and the great 8 monster must fight to protect earth from be consum by these new rogues. shigetakaikeda card battl monster base on a card game 2015 longseri midrank",3.67
2965,Owarimonogatari II Recaps,no synopsi yet - check back soon! akiyukisimbo recap base on a light novel 2017 movi midrank,3.67
2966,Mobile Suit Gundam SEED Destiny Special Edition III: The Hell Fire of Destiny,"gather their forc in the mediterranean sea, the earth allianc and orb union fleet launch a second attack on the minerva, and thi time not even the archangel intervent can halt the fighting. while shinn unleash hi anger against the orb fleet, kira and athrun confront each anoth in battle, and one of these lifelong friend fall in defeat. back in the plant homeland, chairman durand think back on hi past and consid hi plan for the future... plan which will requir the remov of disrupt element like lacu and the archangel crew. in the aftermath of the battle, shinn reach a fate ecision. stella, the enemi pilot he onc promis to protect, is now a captiv aboard the minerva. stella physic condit is rapidli deteriorating, and shinn will have to betray everyth he believ in order to save her life. mitsuofukuda mecha sci fi real robot 2006 movi midrank",3.67
2968,Bamboo Blade,"kojirou-sensei, the rather indiffer teacher and coach of the school kendo club, is in financi dire straits. as a result, he make a bet with hi fellow kendo coach and former upperclassman to see who can assembl and train the better femal kendo team, with the prize for kojir be a year suppli of food if he wins. motiv by the idea of free food for a year, he begin to teach the club seriously; however, most of it member have alreadi graduated, and so he is task with assembl member in addit to train them for the competit with hi rival. while deal with hi eccentr students, he slowli rediscov whi he love kendo and what it truli mean to be a teacher. masahirototsuka comedi seinen sport kendo school club school life base on a manga 2007 longseri midrank",3.67
2970,Earl and Fairy,"throughout the ages, fairi doctor serv as liaison between human and fairies; but in the present time of the 19th century, fairi are noth more than an old wive tale. nineteen-year-old lydia carlton is one of the onli remain fairi doctor and enjoy a quiet life in the countrysid of england - that is, until the dash edgar, for mysteri reasons, whisk her away on a dare adventure. said to be the descend of the earl of the fairi nation, edgar desir the nobl sword of the merrow that serv as proof to hi lineage. though hi motiv and origin are questionable, lydia now set forth to help edgar on hi quest. mizuetani adventur shoujo 19th centuri doctor england europ histor magic nobil base on a light novel 2008 miniseri midrank",3.67
2971,Amanchu! Advance,"hikari kohinata and futaba ooki have togeth found joy in mani thing through scuba dive and the most everyday of events. hikari wa born and brought up in a small oceansid town on izu, and futaba move there from tokyo, but the two polar opposit met at yumegaoka high and instantli hit it off. the always-reserv futaba found her perfect foil in the cheeri and optimist hikari, and their friendship gave her the courag to take the first step and experi mani of the smaller joy in life. she also took the open water diver exam and passed, and now she ha her sight set on the advanc open water diver certification. kozueamano shounen slice of life countrysid iyashikei ocean school club scuba dive base on a manga 2018 miniseri midrank",3.67
2972,"Little Polar Bear: Where Are You Going, Shirokuma-kun?",no synopsi yet - check back soon! shinyasadamitsu adventur fantasi anim protagonist bear famili friendli non-human protagonist short base on a novel 1990 movi midrank,3.67
2973,Kankara Sanshin,no synopsi yet - check back soon! osamukobayashi drama famili friendli histor world war 2 1989 movi midrank,3.67
2976,Naruto: Honoo no Chuunin Shiken! Naruto vs Konohamaru!!,no synopsi yet - check back soon! masashikishimoto action shounen ninja short base on a manga 2011 movi midrank,3.67
2977,Aikatsu!,"ichigo hoshimiya is an averag first-year middl school student, but after her best friend aoi encourag her to enter starlight academy, a famou idol-train school, ichigo whole life changes. she meet variou rivals, becom profici in abil that are integr to idols, and uses\xa0aikatsu!\xa0card while challeng herself with an array of auditions. ryuichikimura idol music music school school life showbiz base on a card game 2012 longseri midrank",3.67
2978,Ie Naki Ko Remi Specials,no synopsi yet - check back soon! kozokuzuha 19th centuri histor 1997 movi midrank,3.67
2979,Pretty Cure All Stars DX3: Mirai ni Todoke! Sekai wo Tsunagu Niji-Iro no Hana,"the former foe of the pretti cure have merg and reincarn into one coloss be call black hole. he intend to find and destroy the prism flower, a magic sourc of light that connect all the differ fairi world to planet earth. all precur must join forc to defeat thi overwhelm evil. takashiootsuka action magic girl crossov famili friendli henshin hero magic 2011 movi midrank",3.67
2980,Basilisk,"oboro, a naive, love-struck girl, is pledg to gennosuke, an idealist. both are successor to oppos ninja clan with a long histori of hatr kept bare in check by a coven of peace. just as the two vow to reconcil the clan with their marriage, the shogun order the feud to resum in order to resolv an intern struggl that threaten to tear the tokugawa shogun apart. even worse, oboro and gennosuk themselv are forc to lead their clan in battle. can the star-cross lover resist the brutal circumst and remain true to their love as the death toll rises? fuminorikizaki action drama romanc seinen 17th centuri feudal japan histor ninja star-cross lover base on a manga explicit violence, matur themes, physic abuse, sexual abus 2005 courseri midrank",3.67
2981,MM!,"seek a cure for hi deprav masochism, taro sado approach the second volunt club on the recommend of hi best friend, tatsukichi. there he find the help of the violent but kind mio isurugi who promis to beat the masoch out of him by ani mean necessary. will taro be abl to surviv the assault of thi upperclassman, the overly-affection attent of hi mother and sister, and still lead a normal school life? unlikely. but will he get over hi pervers fetish? he sure hope so. tsuyoshinagasawa comedi romanc seinen androphobia fetish school club school life slapstick tsunder base on a light novel 2010 miniseri midrank",3.67
2982,Kodomo no Jikan: Kuro-chan to Shiro-chan,"rin and her classmat are begin the fourth grade. while aoki and seiji remain suspici of each other intent regard the young girl, rin unexpectedli becom the class repres continu to confus aoki in hi attempt at understand the precoci child. kaworuwatashiya comedi ecchi seinen base on a manga 2009 movi midrank",3.67
2983,Sore Ike! Anpanman: Tobase! Kibou no Handkerchief,no synopsi yet - check back soon! takashiyanas anthropomorph famili friendli food protagonist non-human protagonist 2013 movi midrank,3.67
2984,Ganbare Genki,"genki horiguchi is a young boy whose mother wa kill dure hi birth, and who live in poverti with hi father, a retir profession boxer. all genki want is for hi father to win in the world championship, and motiv by hi son’ persistence, hi father, shark horiguchi, decid to pick up the glove onc more. however, onc tragedi strikes, the young genki must focu on hi life and hi own box abil in order to achiev hi ultim goal. yukoyama action shounen sport box hand to hand combat base on a manga 1980 longseri midrank",3.67
